Date,15:55 Last,14:50:00 Open,14:55:00 Open,15:00:00 Open,15:05:00 Open,15:10:00 Open,15:15:00 Open,15:20:00 Open,15:25:00 Open,15:30:00 Open,15:35:00 Open,15:40:00 Open,15:45:00 Open,15:50:00 Open,15:55:00 Open,14:50:00 High,14:55:00 High,15:00:00 High,15:05:00 High,15:10:00 High,15:15:00 High,15:20:00 High,15:25:00 High,15:30:00 High,15:35:00 High,15:40:00 High,15:45:00 High,15:50:00 High,15:55:00 High,14:50:00 Low,14:55:00 Low,15:00:00 Low,15:05:00 Low,15:10:00 Low,15:15:00 Low,15:20:00 Low,15:25:00 Low,15:30:00 Low,15:35:00 Low,15:40:00 Low,15:45:00 Low,15:50:00 Low,15:55:00 Low,14:50:00 Last,14:55:00 Last,15:00:00 Last,15:05:00 Last,15:10:00 Last,15:15:00 Last,15:20:00 Last,15:25:00 Last,15:30:00 Last,15:35:00 Last,15:40:00 Last,15:45:00 Last,15:50:00 Last,15:55:00 Last,14:50:00 Change,14:55:00 Change,15:00:00 Change,15:05:00 Change,15:10:00 Change,15:15:00 Change,15:20:00 Change,15:25:00 Change,15:30:00 Change,15:35:00 Change,15:40:00 Change,15:45:00 Change,15:50:00 Change,15:55:00 Change,14:50:00 %Chg,14:55:00 %Chg,15:00:00 %Chg,15:05:00 %Chg,15:10:00 %Chg,15:15:00 %Chg,15:20:00 %Chg,15:25:00 %Chg,15:30:00 %Chg,15:35:00 %Chg,15:40:00 %Chg,15:45:00 %Chg,15:50:00 %Chg,15:55:00 %Chg,14:50:00 Volume,14:55:00 Volume,15:00:00 Volume,15:05:00 Volume,15:10:00 Volume,15:15:00 Volume,15:20:00 Volume,15:25:00 Volume,15:30:00 Volume,15:35:00 Volume,15:40:00 Volume,15:45:00 Volume,15:50:00 Volume,15:55:00 Volume
2022-05-31,413.13,413.45,412.71,413.05,412.74,413.5,413.51,413.58,414.26,414.315,415.06,414.79,413.925,413.69,413.57,413.73,413.3,413.15,413.615,413.6,414.55,414.52,414.51,415.26,415.1499,415.11,414.45,415.09,413.65,412.66,412.24,412.07,412.31,412.86,413.44,413.51,413.94,414.305,414.52,413.89,413.55,413.44,412.38,412.72,413.04,412.73,413.4903,413.51,413.57,414.25,414.32,415.05,414.8,413.9301,413.69,413.58,413.13,-0.74,0.32,-0.31,0.7603,0.0197,0.06,0.68,0.07,0.73,-0.25,-0.8699,-0.2401,-0.11,-0.45,-0.18%,0.08%,-0.08%,0.18%,0.00%,0.01%,0.16%,0.02%,0.18%,-0.06%,-0.21%,-0.06%,-0.03%,-0.11%,722248.0,945429.0,734212.0,818473.0,555452.0,824932.0,791718.0,616785.0,827196.0,783242.0,1000168.0,1155772.0,3057436.0,8936953.0
2022-06-01,409.61,411.75,411.16,411.12,410.89,411.38,412.01,412.01,412.01,411.735,411.33,412.11,411.74,411.84,410.47,411.82,411.51,411.45,411.68,412.19,412.54,412.4,412.04,411.735,412.1,412.41,412.08,412.225,410.625,411.08,410.82,410.52,410.84,411.23,411.675,411.83,411.4387,411.22,410.98,411.73,411.37,410.42,409.53,411.16,411.12,410.91,411.37,412.01,412.01,412.0,411.71,411.34,412.08,411.75,411.84,410.5,409.61,-0.61,-0.04,-0.21,0.46,0.64,0.0,-0.01,-0.29,-0.37,0.74,-0.33,0.09,-1.34,-0.89,-0.15%,-0.01%,-0.05%,0.11%,0.16%,0.00%,0.00%,-0.07%,-0.09%,0.18%,-0.08%,0.02%,-0.33%,-0.22%,628008.0,594635.0,718297.0,536568.0,744201.0,938540.0,508565.0,516624.0,861526.0,754287.0,719442.0,1170424.0,1829670.0,5475268.0
2022-06-02,417.34,415.37,415.41,414.7,415.29,415.28,415.63,415.7,415.81,415.34,415.7,415.71,416.12,416.15,416.82,415.725,415.49,415.4746,415.52,415.74,415.85,415.86,416.075,415.74,416.0,416.15,416.47,417.08,417.44,415.1305,414.62,414.57,415.11,415.12,415.5001,415.45,415.01,415.23,415.5399,415.59,415.78,416.15,416.67,415.4112,414.71,415.275,415.2719,415.64,415.7,415.8,415.34,415.695,415.6801,416.12,416.16,416.84,417.34,0.0362,-0.7012,0.565,-0.0031,0.3681,0.06,0.1,-0.46,0.355,-0.0149,0.4399,0.04,0.68,0.5,0.01%,-0.17%,0.14%,0.00%,0.09%,0.01%,0.02%,-0.11%,0.09%,0.00%,0.11%,0.01%,0.16%,0.12%,670818.0,558636.0,846107.0,642798.0,507874.0,582628.0,583728.0,980346.0,713219.0,678362.0,648715.0,1284846.0,2261100.0,6371951.0
2022-06-03,410.61,411.46,411.38,411.58,411.56,410.71,410.16,410.24,410.13,410.96,410.61,410.77,410.23,410.38,410.95,411.6,411.73,411.79,411.56,410.98,410.33,410.47,410.96,410.96,411.23,411.025,410.77,411.09,411.2068,411.18,411.26,411.05,410.47,410.11,409.88,409.92,410.06,410.44,410.34,410.14,409.81,409.82,410.37,411.42,411.57,411.5699,410.7611,410.1799,410.22,410.135,410.9461,410.61,410.78,410.24,410.36,410.94,410.61,-0.03,0.15,-0.0001,-0.8088,-0.5812,0.0401,-0.085,0.8111,-0.3361,0.17,-0.54,0.12,0.58,-0.33,-0.01%,0.04%,0.00%,-0.20%,-0.14%,0.01%,-0.02%,0.20%,-0.08%,0.04%,-0.13%,0.03%,0.14%,-0.08%,390135.0,360873.0,505084.0,726215.0,588511.0,549250.0,546500.0,705139.0,643202.0,1179498.0,942097.0,1545522.0,1859938.0,5758364.0
2022-06-06,411.79,411.82,411.79,411.84,411.74,411.47,411.445,410.935,411.16,411.06,411.18,410.9399,411.82,411.27,412.09,411.8786,412.21,412.21,411.92,411.73,411.84,411.42,411.3501,411.52,411.28,411.86,412.0101,412.18,412.4,410.84,411.55,411.51,411.22,411.1436,410.93,410.56,410.94,410.92,410.5523,410.68,411.02,411.25,411.52,411.79,411.83,411.75,411.4643,411.45,410.94,411.155,411.08,411.1844,410.94,411.8001,411.27,412.095,411.79,-0.0308,0.04,-0.08,-0.2857,-0.0143,-0.51,0.215,-0.075,0.1044,-0.2444,0.8601,-0.5301,0.825,-0.305,-0.01%,0.01%,-0.02%,-0.07%,0.00%,-0.12%,0.05%,-0.02%,0.03%,-0.06%,0.21%,-0.13%,0.20%,-0.07%,783015.0,508934.0,529658.0,444860.0,444022.0,423443.0,704440.0,306769.0,606918.0,760851.0,929128.0,976109.0,953013.0,2736066.0
2022-06-07,415.48,413.53,413.77,414.11,414.51,414.54,414.4,414.65,414.775,414.87,415.26,415.69,415.58,415.84,416.06,413.93,414.15,414.6,414.76,414.73,414.75,414.968,414.93,415.31,415.7,415.79,416.0,416.22,416.21,413.42,413.58,413.96,414.31,414.18,414.3835,414.56,414.59,414.71,415.165,415.37,415.5,415.62,415.48,413.77,414.1,414.5,414.51,414.39,414.65,414.7799,414.865,415.25,415.68,415.58,415.845,416.065,415.48,0.235,0.33,0.4,0.01,-0.12,0.26,0.1299,0.0851,0.385,0.43,-0.1,0.265,0.22,-0.585,0.06%,0.08%,0.10%,0.00%,-0.03%,0.06%,0.03%,0.02%,0.09%,0.10%,-0.02%,0.06%,0.05%,-0.14%,357327.0,368726.0,573733.0,531618.0,421711.0,372816.0,540482.0,536360.0,703909.0,1210829.0,1023166.0,1207993.0,1795924.0,4127577.0
2022-06-08,411.27,411.49,411.165,411.23,411.01,410.72,411.44,411.48,412.075,412.01,412.33,412.195,411.98,410.98,411.15,411.61,411.36,411.28,411.12,411.535,411.6499,412.15,412.29,412.48,412.46,412.23,412.06,411.63,411.51,411.13,411.06,410.73,410.38,410.65,411.19,411.425,411.88,411.79,412.13,411.86,410.92,410.79,410.94,411.17,411.22,411.0201,410.73,411.445,411.48,412.07,412.02,412.33,412.185,411.96,410.99,411.145,411.27,-0.31,0.05,-0.1999,-0.2901,0.715,0.035,0.59,-0.05,0.31,-0.145,-0.225,-0.97,0.155,0.125,-0.08%,0.01%,-0.05%,-0.07%,0.17%,0.01%,0.14%,-0.01%,0.08%,-0.04%,-0.05%,-0.24%,0.04%,0.03%,448826.0,313594.0,514128.0,812461.0,815640.0,561144.0,749811.0,480159.0,698950.0,584635.0,783148.0,1421143.0,1925671.0,4054640.0
2022-06-09,401.52,407.5,407.38,406.61,405.7,405.41,405.14,405.54,405.565,404.5,404.14,404.31,403.49,402.78,402.91,407.73,407.56,406.7,405.84,405.62,405.735,405.8,405.62,404.645,404.6,404.31,403.56,403.32,403.13,407.22,406.59,405.7,405.22,405.13,405.09,405.14,404.4774,404.12,404.09,403.395,402.5,402.34,401.44,407.3749,406.62,405.71,405.405,405.14,405.54,405.565,404.49,404.14,404.3,403.495,402.81,402.92,401.52,-0.1251,-0.7549,-0.91,-0.305,-0.265,0.4,0.025,-1.075,-0.35,0.16,-0.805,-0.685,0.11,-1.4,-0.03%,-0.19%,-0.22%,-0.08%,-0.07%,0.10%,0.01%,-0.27%,-0.09%,0.04%,-0.20%,-0.17%,0.03%,-0.35%,405660.0,1220143.0,1290543.0,1036972.0,895592.0,1152906.0,654932.0,928831.0,1009509.0,1057289.0,1805914.0,2437207.0,3839382.0,8555606.0
2022-06-10,389.91,392.6,392.68,393.1,392.14,392.06,392.64,393.27,393.16,393.36,392.76,393.06,392.08,390.96,391.11,392.68,393.45,393.51,392.31,392.8199,393.315,393.31,394.25,393.43,393.67,393.38,392.16,391.77,391.38,392.19,392.52,392.03,391.63,391.965,392.53,392.09,393.13,392.6,392.49,391.79,390.89,390.62,389.75,392.68,393.1,392.16,392.05,392.64,393.26,393.16,393.39,392.75,393.05,392.1,390.97,391.095,389.91,0.1,0.42,-0.94,-0.11,0.59,0.62,-0.1,0.23,-0.64,0.3,-0.95,-1.13,0.125,-1.185,0.03%,0.11%,-0.24%,-0.03%,0.15%,0.16%,-0.03%,0.06%,-0.16%,0.08%,-0.24%,-0.29%,0.03%,-0.30%,549260.0,1149062.0,1302748.0,812297.0,757413.0,856711.0,1143789.0,1596089.0,1438542.0,1538771.0,1817869.0,3136470.0,3523099.0,10203352.0
2022-06-13,374.89,378.24,377.73,376.93,377.15,376.52,376.08,376.43,375.74,375.08,374.75,374.55,374.09,374.48,374.7,378.274,377.73,377.51,377.5,376.59,378.08,376.93,376.5,375.3,375.83,374.64,375.0,374.79,375.48,377.52,376.755,376.45,376.37,375.8614,375.44,375.67,375.03,374.26,374.38,373.91,374.0,373.3,374.45,377.73,376.9352,377.15,376.51,376.0899,376.44,375.7487,375.08,374.755,374.54,374.1,374.51,374.695,374.89,-0.51,-0.7948,0.2148,-0.64,-0.4201,0.3501,-0.6913,-0.6687,-0.325,-0.215,-0.44,0.41,0.185,0.195,-0.13%,-0.21%,0.06%,-0.17%,-0.11%,0.09%,-0.18%,-0.18%,-0.09%,-0.06%,-0.12%,0.11%,0.05%,0.05%,572871.0,805016.0,1091768.0,992061.0,981297.0,2895842.0,1372007.0,1756077.0,2027051.0,2216154.0,2057645.0,2877466.0,5698308.0,11218129.0
2022-06-14,373.92,372.275,372.25,372.19,372.4,371.61,370.94,370.79,371.0,372.42,373.055,374.22,373.73,374.71,373.7,372.76,372.55,372.58,372.43,371.97,371.12,371.41,372.56,373.62,374.6,374.98,375.04,375.02,373.98,372.01,372.0901,371.93,371.6,370.93,370.59,370.79,370.92,372.35,373.03,373.64,373.57,373.34,373.35,372.26,372.18,372.4,371.62,370.94,370.79,370.9999,372.415,373.05,374.215,373.76,374.68,373.715,373.92,-0.03,-0.08,0.22,-0.78,-0.68,-0.15,0.2099,1.4151,0.635,1.165,-0.455,0.92,-0.965,0.205,-0.01%,-0.02%,0.06%,-0.21%,-0.18%,-0.04%,0.06%,0.38%,0.17%,0.31%,-0.12%,0.25%,-0.26%,0.05%,778331.0,504426.0,741689.0,807765.0,884443.0,1048935.0,1309095.0,1121518.0,1680508.0,1693507.0,1720870.0,1622505.0,1867703.0,5859479.0
2022-06-15,379.09,380.22,378.79,378.18,379.05,379.65,378.73,379.09,381.24,382.29,383.585,381.285,379.8,380.47,378.845,381.34,379.43,380.12,379.93,380.34,379.23,381.44,382.35,383.75,383.9,381.285,380.51,380.47,379.47,377.7242,377.24,378.0,378.4,377.85,377.88,379.0799,380.75,381.65,381.18,379.65,379.283,378.3,378.78,378.76,378.13,379.01,379.66,378.7101,379.07,381.2675,382.28,383.58,381.27,379.8,380.4701,378.85,379.09,-1.51,-0.63,0.88,0.65,-0.9499,0.3599,2.1975,1.0125,1.3,-2.31,-1.47,0.6701,-1.6201,0.24,-0.40%,-0.17%,0.23%,0.17%,-0.25%,0.10%,0.58%,0.27%,0.34%,-0.60%,-0.39%,0.18%,-0.43%,0.06%,2431926.0,1382686.0,1614493.0,1326434.0,1579182.0,1579140.0,1810212.0,1812917.0,2203350.0,2044551.0,2101832.0,2137413.0,2890164.0,8689000.0
2022-06-16,366.82,364.34,364.19,364.8,365.93,366.73,366.24,366.62,366.57,366.92,365.45,366.18,365.8,365.085,365.78,364.69,364.86,366.33,366.79,367.34,366.63,367.11,367.45,367.09,366.38,367.09,366.15,366.1,367.17,364.0799,364.1,364.65,365.36,365.905,365.6,366.44,366.35,365.42,365.42,365.79,364.79,365.04,365.49,364.1979,364.82,365.92,366.74,366.252,366.63,366.58,366.94,365.45,366.18,365.8,365.08,365.78,366.82,-0.1321,0.6221,1.1,0.82,-0.488,0.378,-0.05,0.36,-1.49,0.73,-0.38,-0.72,0.7,1.04,-0.04%,0.17%,0.30%,0.22%,-0.13%,0.10%,-0.01%,0.10%,-0.41%,0.20%,-0.10%,-0.20%,0.19%,0.28%,1043461.0,886176.0,1533497.0,1398463.0,1393822.0,1102789.0,1334028.0,1258380.0,1526610.0,1776626.0,1949031.0,2093246.0,3069913.0,13395604.0
2022-06-17,365.82,367.83,367.51,367.48,367.53,367.1,365.91,366.49,367.54,367.955,367.36,367.79,366.92,366.95,366.49,367.9459,367.9,368.13,367.72,367.19,366.69,367.7599,368.2299,368.06,367.87,367.8099,367.06,366.97,367.04,367.29,367.09,367.3,367.04,365.65,365.67,366.44,367.49,366.92,367.23,366.73,366.3881,365.94,365.68,367.485,367.46,367.53,367.08,365.9267,366.48,367.54,367.94,367.39,367.82,366.93,366.92,366.5,365.82,-0.375,-0.025,0.07,-0.45,-1.1533,0.5533,1.06,0.4,-0.55,0.43,-0.89,-0.01,-0.42,-0.68,-0.10%,-0.01%,0.02%,-0.12%,-0.31%,0.15%,0.29%,0.11%,-0.15%,0.12%,-0.24%,0.00%,-0.11%,-0.19%,496465.0,544355.0,835630.0,653789.0,1531612.0,827178.0,1017395.0,1153815.0,1414579.0,969631.0,1090972.0,1118552.0,2016409.0,7247760.0
2022-06-21,374.96,375.15,376.02,376.1,376.29,376.282,376.31,376.03,376.19,375.97,376.03,375.64,375.66,375.65,375.65,376.05,376.19,376.48,376.37,376.525,376.42,376.37,376.2,376.17,376.03,375.785,375.73,376.1,375.66,375.13,375.8908,375.9539,376.05,376.16,375.97,375.9,375.7,375.7701,375.5,375.35,375.46,375.45,374.67,376.0109,376.0817,376.27,376.28,376.305,376.03,376.1999,375.97,376.0101,375.64,375.65,375.64,375.64,374.96,0.8509,0.0708,0.1883,0.01,0.025,-0.275,0.1699,-0.2299,0.0401,-0.3701,0.01,-0.01,0.0,-0.68,0.23%,0.02%,0.05%,0.00%,0.01%,-0.07%,0.05%,-0.06%,0.01%,-0.10%,0.00%,0.00%,0.00%,-0.18%,770105.0,576301.0,799162.0,400367.0,682679.0,690486.0,671579.0,710164.0,693246.0,932514.0,1111024.0,1176885.0,2024406.0,6134818.0
2022-06-22,374.38,376.65,376.925,377.26,377.365,376.89,376.9,376.53,376.63,375.76,375.375,375.12,375.24,374.72,375.74,376.93,377.4,377.4899,377.6,377.05,377.0899,376.875,376.66,376.09,375.49,375.4,375.24,375.9,375.83,376.49,376.923,376.71,376.83,376.44,376.42,376.46,375.49,375.37,374.77,374.63,374.33,374.41,374.23,376.9201,377.25,377.37,376.89,376.88,376.53,376.625,375.76,375.39,375.12,375.227,374.72,375.73,374.38,0.2801,0.3299,0.12,-0.48,-0.01,-0.35,0.095,-0.865,-0.37,-0.27,0.107,-0.507,1.01,-1.35,0.07%,0.09%,0.03%,-0.13%,0.00%,-0.09%,0.03%,-0.23%,-0.10%,-0.07%,0.03%,-0.14%,0.27%,-0.36%,477513.0,662019.0,560459.0,934927.0,660074.0,678777.0,567871.0,1028894.0,840365.0,1382872.0,1680715.0,1618460.0,1553256.0,5451054.0
2022-06-23,377.94,375.98,376.05,376.17,376.27,376.43,376.56,376.44,376.48,376.93,378.12,377.54,377.77,378.5,377.85,376.14,376.2,376.355,376.67,376.63,376.63,376.75,377.19,378.16,378.15,378.15,378.51,378.83,378.49,375.9,375.83,375.71,376.2,376.2,375.985,376.28,376.43,376.93,377.45,377.43,377.75,377.8,377.65,376.06,376.19,376.27,376.43,376.55,376.43,376.47,376.95,378.115,377.55,377.76,378.49,377.84,377.94,0.08,0.13,0.08,0.16,0.12,-0.12,0.04,0.48,1.165,-0.565,0.21,0.73,-0.65,0.1,0.02%,0.03%,0.02%,0.04%,0.03%,-0.03%,0.01%,0.13%,0.31%,-0.15%,0.06%,0.19%,-0.17%,0.03%,294786.0,445129.0,494100.0,732746.0,491605.0,439380.0,819591.0,763450.0,1134600.0,1256644.0,895293.0,1283155.0,1422905.0,3742052.0
2022-06-24,389.94,387.785,387.758,387.87,387.875,387.78,387.8708,387.9501,388.085,388.08,387.82,388.24,388.48,388.36,389.26,387.81,387.92,387.94,387.96,387.88,388.07,388.12,388.15,388.14,388.25,388.51,388.65,389.3,390.09,387.59,387.63,387.68,387.68,387.62,387.83,387.93,387.82,387.8,387.71,388.18,388.31,388.34,388.85,387.7593,387.85,387.88,387.775,387.875,387.97,388.09,388.08,387.81,388.2399,388.4973,388.35,389.26,389.94,-0.0257,0.0907,0.03,-0.105,0.1,0.095,0.12,-0.01,-0.27,0.4299,0.2574,-0.1473,0.91,0.68,-0.01%,0.02%,0.01%,-0.03%,0.03%,0.02%,0.03%,0.00%,-0.07%,0.11%,0.07%,-0.04%,0.23%,0.17%,519223.0,553240.0,625733.0,631016.0,807043.0,620923.0,809059.0,720931.0,679473.0,1428754.0,1210171.0,1474053.0,3673171.0,10268841.0
