Date,15:55 Last,14:50:00 Open,14:55:00 Open,15:00:00 Open,15:05:00 Open,15:10:00 Open,15:15:00 Open,15:20:00 Open,15:25:00 Open,15:30:00 Open,15:35:00 Open,15:40:00 Open,15:45:00 Open,15:50:00 Open,15:55:00 Open,14:50:00 High,14:55:00 High,15:00:00 High,15:05:00 High,15:10:00 High,15:15:00 High,15:20:00 High,15:25:00 High,15:30:00 High,15:35:00 High,15:40:00 High,15:45:00 High,15:50:00 High,15:55:00 High,14:50:00 Low,14:55:00 Low,15:00:00 Low,15:05:00 Low,15:10:00 Low,15:15:00 Low,15:20:00 Low,15:25:00 Low,15:30:00 Low,15:35:00 Low,15:40:00 Low,15:45:00 Low,15:50:00 Low,15:55:00 Low,14:50:00 Last,14:55:00 Last,15:00:00 Last,15:05:00 Last,15:10:00 Last,15:15:00 Last,15:20:00 Last,15:25:00 Last,15:30:00 Last,15:35:00 Last,15:40:00 Last,15:45:00 Last,15:50:00 Last,15:55:00 Last,14:50:00 Change,14:55:00 Change,15:00:00 Change,15:05:00 Change,15:10:00 Change,15:15:00 Change,15:20:00 Change,15:25:00 Change,15:30:00 Change,15:35:00 Change,15:40:00 Change,15:45:00 Change,15:50:00 Change,15:55:00 Change,14:50:00 %Chg,14:55:00 %Chg,15:00:00 %Chg,15:05:00 %Chg,15:10:00 %Chg,15:15:00 %Chg,15:20:00 %Chg,15:25:00 %Chg,15:30:00 %Chg,15:35:00 %Chg,15:40:00 %Chg,15:45:00 %Chg,15:50:00 %Chg,15:55:00 %Chg,14:50:00 Volume,14:55:00 Volume,15:00:00 Volume,15:05:00 Volume,15:10:00 Volume,15:15:00 Volume,15:20:00 Volume,15:25:00 Volume,15:30:00 Volume,15:35:00 Volume,15:40:00 Volume,15:45:00 Volume,15:50:00 Volume,15:55:00 Volume
2022-09-30,357.17,359.9,359.76,359.33,360.2525,359.87,359.38,359.695,359.685,360.08,359.495,359.23,359.59,359.62,358.17,360.09,359.76,360.77,360.69,360.36,359.94,359.86,360.13,360.7,359.82,359.86,360.05,359.62,358.27,359.59,359.13,359.15,359.8,359.19,359.03,359.14,358.85,359.23,358.97,359.16,359.28,358.105,357.04,359.74,359.32,360.2779,359.91,359.38,359.695,359.685,360.07,359.4899,359.23,359.61,359.61,358.1799,357.17,-0.12,-0.42,0.9579,-0.3679,-0.53,0.315,-0.01,0.385,-0.5801,-0.2599,0.38,0.0,-1.4301,-1.0099,-0.03%,-0.12%,0.27%,-0.10%,-0.15%,0.09%,0.00%,0.11%,-0.16%,-0.07%,0.11%,0.00%,-0.40%,-0.28%,817841.0,938494.0,1652214.0,904600.0,956039.0,1056862.0,1082944.0,1410894.0,1683816.0,1608834.0,1335707.0,1825095.0,6065942.0,18102005.0
2022-10-03,366.58,367.87,368.161,368.115,367.965,368.255,367.92,367.61,367.97,368.04,367.725,367.67,367.28,367.07,366.815,368.25,368.55,368.19,368.37,368.255,367.92,367.98,368.24,368.29,367.97,367.7,367.52,367.26,366.825,367.811,368.07,367.81,367.96,367.78,367.265,367.549,367.94,367.63,367.5801,367.11,366.9,366.45,366.08,368.165,368.12,367.9675,368.26,367.92,367.6155,367.97,368.0599,367.73,367.67,367.27,367.07,366.82,366.58,0.3,-0.045,-0.1525,0.2925,-0.34,-0.3045,0.3545,0.0899,-0.3299,-0.06,-0.4,-0.2,-0.25,-0.24,0.08%,-0.01%,-0.04%,0.08%,-0.09%,-0.08%,0.10%,0.02%,-0.09%,-0.02%,-0.11%,-0.05%,-0.07%,-0.07%,663500.0,881696.0,876701.0,708305.0,717883.0,1183360.0,594972.0,840213.0,1043604.0,777636.0,962406.0,1264744.0,2729051.0,8555295.0
2022-10-04,377.77,376.91,377.19,377.0978,376.8289,376.345,376.12,376.175,376.39,376.58,376.32,377.04,376.79,376.85,377.65,377.32,377.41,377.23,376.85,376.38,376.51,376.44,376.87,376.5899,377.31,377.1,377.07,377.69,378.0,376.91,377.06,376.65,376.29,375.46,376.02,375.79,376.24,376.105,376.145,376.61,376.59,376.85,377.06,377.2,377.09,376.8295,376.35,376.13,376.175,376.38,376.6,376.3,377.04,376.8,376.85,377.66,377.77,0.29,-0.11,-0.2605,-0.4795,-0.22,0.045,0.205,0.22,-0.3,0.74,-0.24,0.05,0.81,0.11,0.08%,-0.03%,-0.07%,-0.13%,-0.06%,0.01%,0.05%,0.06%,-0.08%,0.20%,-0.06%,0.01%,0.21%,0.03%,847780.0,614974.0,698391.0,671175.0,1072086.0,753387.0,630120.0,665032.0,813696.0,1301107.0,1141968.0,1405897.0,2487273.0,10362510.0
2022-10-05,377.25,377.12,377.31,377.69,378.42,378.285,378.9025,379.13,378.9801,378.52,378.53,378.33,378.41,377.97,376.86,377.64,377.75,378.54,378.51,378.91,379.46,379.18,379.0,378.86,378.781,378.52,378.64,377.97,377.29,376.87,377.24,377.69,377.94,378.05,378.695,378.68,378.445,378.44,378.2,378.06,377.88,376.53,376.47,377.2926,377.68,378.42,378.27,378.9025,379.12,378.99,378.505,378.55,378.33,378.41,377.9899,376.845,377.25,0.2026,0.3874,0.74,-0.15,0.6325,0.2175,-0.13,-0.485,0.045,-0.22,0.08,-0.4201,-1.1449,0.405,0.05%,0.10%,0.20%,-0.04%,0.17%,0.06%,-0.03%,-0.13%,0.01%,-0.06%,0.02%,-0.11%,-0.30%,0.11%,587122.0,583215.0,1131583.0,677951.0,1001012.0,1152188.0,917717.0,810762.0,732406.0,906525.0,1222275.0,1257126.0,2806759.0,5056328.0
2022-10-06,373.18,373.2,373.31,373.4445,373.43,373.26,373.54,373.41,373.82,374.46,374.115,373.9068,373.9001,373.56,373.74,373.39,373.85,373.58,373.43,373.54,373.74,374.34,374.47,374.5929,374.23,374.1295,374.29,374.01,374.11,372.74,373.24,372.86,372.98,372.68,373.11,373.2599,373.7,373.94,373.77,373.63,373.46,373.25,372.92,373.295,373.46,373.44,373.275,373.53,373.42,373.81,374.46,374.12,373.9188,373.9094,373.57,373.7201,373.18,0.095,0.165,-0.02,-0.165,0.255,-0.11,0.39,0.65,-0.34,-0.2012,-0.0094,-0.3394,0.1501,-0.5401,0.03%,0.04%,-0.01%,-0.04%,0.07%,-0.03%,0.10%,0.17%,-0.09%,-0.05%,0.00%,-0.09%,0.04%,-0.14%,973047.0,720134.0,660165.0,582542.0,612550.0,681217.0,1055620.0,556523.0,706746.0,689165.0,671645.0,1122219.0,1690054.0,5497978.0
2022-10-07,362.75,362.67,362.7242,362.77,363.49,362.855,362.395,362.18,362.025,361.62,361.11,362.24,362.57,362.16,362.7,362.83,362.89,363.5,363.49,363.13,362.6,362.34,362.045,361.63,362.27,362.875,362.64,363.26,363.25,362.52,362.52,362.7524,362.81,362.38,362.05,361.79,361.29,360.94,360.99,362.0,361.99,362.15,362.27,362.73,362.78,363.4987,362.86,362.395,362.17,362.03,361.62,361.115,362.231,362.59,362.15,362.68,362.75,0.05,0.05,0.7187,-0.6387,-0.465,-0.225,-0.14,-0.41,-0.505,1.116,0.359,-0.44,0.53,0.07,0.01%,0.01%,0.20%,-0.18%,-0.13%,-0.06%,-0.04%,-0.11%,-0.14%,0.31%,0.10%,-0.12%,0.15%,0.02%,726368.0,560786.0,736901.0,759241.0,786723.0,821993.0,955052.0,1232096.0,1457041.0,1728497.0,1949678.0,1767221.0,3938319.0,10118962.0
2022-10-10,360.25,360.62,360.92,360.555,360.3,360.69,361.15,361.74,361.61,360.81,361.055,361.32,360.92,361.26,361.25,361.08,360.9582,361.06,360.72,361.17,361.85,361.975,361.61,361.26,361.73,361.45,361.57,361.62,361.26,360.49,360.25,360.05,360.11,360.4105,361.0,361.28,360.58,360.57,360.91,360.71,360.7024,360.55,360.02,360.93,360.5401,360.32,360.7,361.14,361.7299,361.6,360.7584,361.09,361.315,360.95,361.27,361.26,360.25,0.3,-0.3899,-0.2201,0.38,0.44,0.5899,-0.1299,-0.8416,0.3316,0.225,-0.365,0.32,-0.01,-1.01,0.08%,-0.11%,-0.06%,0.11%,0.12%,0.16%,-0.04%,-0.23%,0.09%,0.06%,-0.10%,0.09%,0.00%,-0.28%,300369.0,456608.0,407646.0,321083.0,493148.0,843311.0,715548.0,656176.0,578333.0,689181.0,609534.0,1175974.0,1561326.0,3549737.0
2022-10-11,357.68,359.27,358.21,357.3,356.97,356.71,356.5,356.71,357.193,357.12,357.01,357.97,357.78,358.05,357.775,359.44,358.26,357.6,357.42,356.91,357.04,357.51,357.46,357.36,358.03,357.98,358.17,358.08,358.24,358.15,357.16,356.66,356.5607,356.0,355.71,356.71,356.44,356.42,356.9407,357.13,357.08,356.89,357.49,358.225,357.32,356.98,356.74,356.4765,356.7,357.1825,357.1,357.01,357.9601,357.7713,358.0218,357.7799,357.68,-1.055,-0.905,-0.34,-0.24,-0.2635,0.2235,0.4825,-0.0825,-0.09,0.9501,-0.1888,0.2505,-0.2419,-0.0999,-0.29%,-0.25%,-0.10%,-0.07%,-0.07%,0.06%,0.14%,-0.02%,-0.03%,0.27%,-0.05%,0.07%,-0.07%,-0.03%,1306326.0,1541217.0,1763533.0,1467085.0,1622939.0,1869398.0,1327261.0,1126074.0,1103657.0,1217069.0,855344.0,1537972.0,2274213.0,5233553.0
2022-10-12,356.61,358.12,357.81,357.69,357.34,357.57,357.7,358.025,357.7301,357.62,358.06,358.01,358.055,357.54,357.385,358.26,358.0399,357.88,357.83,357.85,358.0699,358.17,358.0,358.12,358.3,358.11,358.055,357.68,357.4,357.63,357.45,357.1462,357.18,357.55,357.25,357.67,357.57,357.5,357.91,357.77,357.47,357.19,356.5,357.81,357.69,357.34,357.56,357.73,358.03,357.73,357.61,358.04,358.01,358.0584,357.52,357.39,356.61,-0.33,-0.12,-0.35,0.22,0.17,0.3,-0.3,-0.12,0.43,-0.03,0.0484,-0.5384,-0.13,-0.78,-0.09%,-0.03%,-0.10%,0.06%,0.05%,0.08%,-0.08%,-0.03%,0.12%,-0.01%,0.01%,-0.15%,-0.04%,-0.22%,659417.0,582150.0,942858.0,793642.0,393999.0,567442.0,509721.0,344831.0,580849.0,770746.0,471469.0,1029469.0,1869075.0,4753179.0
2022-10-13,365.88,365.85,366.43,366.7801,366.4799,367.445,366.82,366.93,366.53,366.07,365.49,365.71,366.12,366.24,366.64,366.65,367.13,366.82,367.47,367.51,367.34,366.94,366.7,366.6471,365.78,366.25,366.62,367.17,366.75,365.73,366.3,366.18,366.38,366.78,366.66,366.31,365.98,365.23,365.04,365.2676,365.81,365.61,365.76,366.43,366.8,366.49,367.45,366.81,366.93,366.53,366.08,365.49,365.715,366.13,366.24,366.64,365.88,0.58,0.37,-0.31,0.96,-0.64,0.12,-0.4,-0.45,-0.59,0.225,0.415,0.11,0.4,-0.76,0.16%,0.10%,-0.08%,0.26%,-0.17%,0.03%,-0.11%,-0.12%,-0.16%,0.06%,0.11%,0.03%,0.11%,-0.21%,891696.0,1251695.0,1123139.0,1280910.0,1489045.0,848505.0,978397.0,1118038.0,1380339.0,1110862.0,1272680.0,1713721.0,2410831.0,7954881.0
2022-10-14,357.77,358.2416,358.05,358.46,359.01,358.295,357.85,357.85,358.3197,358.7,359.22,358.59,358.48,358.28,358.29,358.345,358.48,359.38,359.08,358.5,357.89,358.475,358.82,359.22,359.43,358.63,358.5,358.6899,358.3,358.02,357.91,358.406,358.11,357.73,357.38,357.655,358.1,358.2501,358.33,358.11,357.79,357.93,356.96,358.0835,358.4683,359.01,358.295,357.86,357.84,358.3194,358.705,359.2199,358.57,358.5,358.28,358.275,357.77,-0.1566,0.3848,0.5417,-0.715,-0.435,-0.02,0.4794,0.3856,0.5149,-0.6499,-0.07,-0.22,-0.005,-0.505,-0.04%,0.11%,0.15%,-0.20%,-0.12%,-0.01%,0.13%,0.11%,0.14%,-0.18%,-0.02%,-0.06%,0.00%,-0.14%,472142.0,691705.0,1337982.0,853998.0,783306.0,963745.0,864754.0,1123666.0,1254253.0,1459838.0,1086742.0,1452637.0,2436611.0,10299471.0
2022-10-17,366.66,367.135,366.87,366.81,366.5802,366.45,366.59,366.64,366.96,366.98,367.14,366.94,367.5,367.16,367.37,367.15,367.12,367.07,366.9,366.71,366.72,366.97,367.03,367.31,367.145,367.61,367.555,367.6,367.37,366.75,366.72,366.37,366.3098,366.24,366.22,366.22,366.7,366.73,366.87,366.78,367.08,367.09,366.34,366.88,366.82,366.58,366.45,366.6005,366.6547,366.95,366.98,367.145,366.945,367.51,367.1598,367.3601,366.66,-0.25,-0.06,-0.24,-0.13,0.1505,0.0542,0.2953,0.03,0.165,-0.2,0.565,-0.3502,0.2003,-0.7001,-0.07%,-0.02%,-0.07%,-0.04%,0.04%,0.01%,0.08%,0.01%,0.04%,-0.05%,0.15%,-0.10%,0.05%,-0.19%,439448.0,488734.0,617022.0,646679.0,904509.0,577465.0,666483.0,632306.0,783002.0,785933.0,1085535.0,1529625.0,2732649.0,7564230.0
2022-10-18,370.96,368.84,369.22,369.4,368.84,368.91,368.76,368.95,369.53,369.69,370.77,370.4899,370.82,370.69,370.53,369.33,369.6384,369.51,369.3894,369.25,369.17,369.63,369.8,370.96,370.83,371.015,370.8279,371.3,371.23,368.42,368.98,368.49,368.76,368.53,368.39,368.72,369.17,369.47,370.11,370.3999,370.36,370.34,370.06,369.202,369.4,368.85,368.905,368.73,368.9701,369.5201,369.674,370.75,370.4809,370.8211,370.68,370.5475,370.96,0.362,0.198,-0.55,0.055,-0.175,0.2401,0.55,0.1539,1.076,-0.2691,0.3402,-0.1411,-0.1325,0.4125,0.10%,0.05%,-0.15%,0.01%,-0.05%,0.07%,0.15%,0.04%,0.29%,-0.07%,0.09%,-0.04%,-0.04%,0.11%,888952.0,905160.0,948363.0,471671.0,676310.0,793937.0,641660.0,473919.0,1089155.0,830919.0,627341.0,936410.0,1809213.0,5616144.0
2022-10-19,368.45,367.3099,367.21,367.19,367.2187,367.7,367.8,368.49,367.97,367.72,367.91,367.66,367.92,367.71,368.2,367.37,367.44,367.79,367.715,368.1,368.73,368.62,368.185,367.9,368.09,368.15,368.1,368.25,368.67,367.12,367.06,367.02,366.91,367.62,367.69,367.93,367.47,367.43,367.6,367.6,367.35,367.43,368.03,367.22,367.19,367.22,367.68,367.83,368.5,367.97,367.73,367.895,367.65,367.92,367.71,368.21,368.45,-0.089,-0.03,0.03,0.46,0.15,0.67,-0.53,-0.24,0.165,-0.245,0.27,-0.21,0.5,0.24,-0.02%,-0.01%,0.01%,0.13%,0.04%,0.18%,-0.14%,-0.07%,0.04%,-0.07%,0.07%,-0.06%,0.14%,0.07%,252171.0,483205.0,644342.0,748851.0,855958.0,1123258.0,562309.0,517269.0,527159.0,780092.0,576655.0,1023978.0,1022302.0,4349502.0
2022-10-20,365.43,365.06,365.62,365.6015,365.61,366.4,366.215,365.55,365.34,365.28,364.71,364.9604,365.5503,365.74,366.21,365.73,366.22,366.0,366.6199,366.53,366.23,365.61,365.47,365.3581,365.39,365.67,365.92,366.54,366.41,364.8,365.49,365.57,365.59,365.886,365.52,365.0,364.9,364.705,364.61,364.84,365.15,365.55,365.33,365.6,365.61,365.61,366.4,366.21,365.545,365.35,365.29,364.72,364.97,365.56,365.72,366.21,365.43,0.56,0.01,0.0,0.79,-0.19,-0.665,-0.195,-0.06,-0.57,0.25,0.59,0.16,0.49,-0.78,0.15%,0.00%,0.00%,0.22%,-0.05%,-0.18%,-0.05%,-0.02%,-0.16%,0.07%,0.16%,0.04%,0.13%,-0.21%,658498.0,703593.0,709108.0,741310.0,722450.0,644976.0,830580.0,652692.0,610988.0,830146.0,841257.0,1456245.0,1776834.0,5111181.0
2022-10-21,374.25,372.59,372.18,372.9,373.3,373.26,373.71,374.0,374.36,374.63,374.31,374.5401,374.59,374.48,374.2901,372.67,372.9499,373.41,373.4,373.73,374.07,374.36,374.665,374.74,374.58,374.8,374.62,374.71,374.44,372.14,372.14,372.73,373.06,373.14,373.54,373.89,374.33,374.19,374.1,374.31,374.29,374.07,373.875,372.1617,372.9,373.3,373.27,373.71,374.005,374.35,374.64,374.3,374.54,374.62,374.48,374.3,374.25,-0.4155,0.7383,0.4,-0.03,0.44,0.295,0.345,0.29,-0.34,0.24,0.08,-0.14,-0.18,-0.05,-0.11%,0.20%,0.11%,-0.01%,0.12%,0.08%,0.09%,0.08%,-0.09%,0.06%,0.02%,-0.04%,-0.05%,-0.01%,504123.0,601348.0,755915.0,646071.0,587248.0,917935.0,821854.0,1003176.0,1068984.0,1139778.0,1173920.0,1598761.0,2086388.0,8617697.0
2022-10-24,378.87,379.16,379.095,379.35,379.57,379.44,379.72,379.98,379.66,379.64,379.485,379.29,378.97,378.755,378.2,379.165,379.5,379.64,379.68,379.73,380.06,379.995,379.95,379.75,379.525,379.2901,379.22,378.97,378.96,378.85,378.94,379.22,379.31,379.42,379.65,379.465,379.55,379.3,379.21,378.95,378.71,378.18,378.13,379.09,379.34,379.58,379.44,379.7249,379.985,379.655,379.64,379.485,379.28,378.975,378.75,378.2,378.87,-0.0799,0.25,0.24,-0.14,0.2849,0.2601,-0.33,-0.015,-0.155,-0.205,-0.305,-0.225,-0.55,0.67,-0.02%,0.07%,0.06%,-0.04%,0.08%,0.07%,-0.09%,0.00%,-0.04%,-0.05%,-0.08%,-0.06%,-0.15%,0.18%,494118.0,662751.0,842770.0,761620.0,648626.0,707049.0,711843.0,639575.0,561749.0,874071.0,792347.0,1177051.0,2193353.0,5906355.0
2022-10-25,384.66,383.695,383.89,383.55,383.965,384.23,384.4,384.2773,384.4,384.755,385.02,385.03,385.06,385.07,384.51,383.9476,384.01,383.96,384.26,384.41,384.43,384.45,384.8,385.25,385.06,385.11,385.11,385.17,385.07,383.65,383.55,383.52,383.8803,384.09,384.08,384.15,384.4,384.66,384.77,384.72,384.78,384.51,384.455,383.8999,383.55,383.95,384.235,384.4,384.26,384.405,384.755,385.0249,385.02,385.06,385.07,384.51,384.66,0.1999,-0.3499,0.4,0.285,0.165,-0.14,0.145,0.35,0.2699,-0.0049,0.04,0.01,-0.56,0.15,0.05%,-0.09%,0.10%,0.07%,0.04%,-0.04%,0.04%,0.09%,0.07%,0.00%,0.01%,0.00%,-0.15%,0.04%,324336.0,522123.0,495680.0,567297.0,902225.0,593995.0,653242.0,747609.0,1373661.0,1016118.0,999590.0,1184822.0,2094033.0,5845753.0
2022-10-26,382.02,382.31,382.35,382.4,381.58,382.03,382.15,382.56,382.17,382.3099,382.2239,382.35,382.82,382.62,382.62,382.4,382.63,382.4,382.08,382.1502,382.62,382.58,382.39,382.67,382.5,382.85,383.01,382.7,382.62,382.03,381.97,381.49,381.47,381.55,382.03,382.07,381.89,382.18,382.0101,382.33,382.46,382.08,381.73,382.35,382.4099,381.5899,382.03,382.15,382.565,382.17,382.3088,382.23,382.3582,382.82,382.62,382.619,382.02,0.02,0.0599,-0.82,0.4401,0.12,0.415,-0.395,0.1388,-0.0788,0.1282,0.4618,-0.2,-0.001,-0.599,0.01%,0.02%,-0.21%,0.12%,0.03%,0.11%,-0.10%,0.04%,-0.02%,0.03%,0.12%,-0.05%,0.00%,-0.16%,503433.0,536019.0,836987.0,879418.0,865265.0,697856.0,615900.0,736931.0,752212.0,852111.0,1303290.0,1617762.0,2363986.0,4807234.0
2022-10-27,380.01,380.335,380.43,380.13,380.645,379.62,380.19,380.451,380.64,380.74,381.13,380.64,380.65,380.47,379.58,380.54,380.4786,380.7725,380.72,380.33,380.54,380.75,380.83,381.33,381.13,380.93,380.77,380.76,380.18,380.18,379.81,380.07,379.58,379.53,380.18,380.34,380.35,380.421,380.61,380.49,380.1916,379.45,379.33,380.43,380.13,380.625,379.6372,380.21,380.44,380.66,380.74,381.13,380.64,380.6599,380.45,379.56,380.01,0.1,-0.3,0.495,-0.9878,0.5728,0.23,0.22,0.08,0.39,-0.49,0.0199,-0.2099,-0.89,0.45,0.03%,-0.08%,0.13%,-0.26%,0.15%,0.06%,0.06%,0.02%,0.10%,-0.13%,0.01%,-0.06%,-0.23%,0.12%,513152.0,717421.0,728744.0,579152.0,853450.0,583533.0,623689.0,468292.0,874256.0,881850.0,752873.0,848981.0,1432431.0,4189366.0
2022-10-28,388.92,388.82,388.675,388.86,388.705,388.71,388.87,388.675,388.76,389.015,389.02,388.84,388.99,388.92,389.24,389.04,388.88,389.24,388.79,389.0,388.94,388.78,389.14,389.1,389.02,389.14,388.995,389.52,389.3596,388.56,388.67,388.66,388.21,388.6901,388.59,388.5,388.7,388.76,388.63,388.75,388.805,388.73,388.71,388.67,388.845,388.6999,388.72,388.89,388.6717,388.775,389.0,389.02,388.84,388.995,388.91,389.24,388.92,-0.15,0.175,-0.1451,0.0201,0.17,-0.2183,0.1033,0.225,0.02,-0.18,0.155,-0.085,0.33,-0.32,-0.04%,0.05%,-0.04%,0.01%,0.04%,-0.06%,0.03%,0.06%,0.01%,-0.05%,0.04%,-0.02%,0.08%,-0.08%,647896.0,396404.0,825816.0,867567.0,503239.0,469125.0,574013.0,631802.0,704173.0,876714.0,879928.0,1239241.0,2252605.0,7230593.0
2022-10-31,386.32,387.235,387.44,386.87,385.97,385.63,385.98,386.1,386.405,386.66,387.12,387.22,387.26,386.8,386.18,387.535,387.61,386.9,386.27,386.13,386.19,386.595,386.7,387.11,387.32,387.45,387.34,386.83,386.5,387.11,386.52,385.9601,385.52,385.63,385.6708,385.93,386.36,386.42,386.96,387.2,386.73,386.02,386.0,387.475,386.845,385.9601,385.6299,385.99,386.1001,386.41,386.6649,387.11,387.22,387.27,386.79,386.18,386.32,0.24,-0.63,-0.8849,-0.3302,0.3601,0.1101,0.3099,0.2549,0.4451,0.11,0.05,-0.48,-0.61,0.14,0.06%,-0.16%,-0.23%,-0.09%,0.09%,0.03%,0.08%,0.07%,0.12%,0.03%,0.01%,-0.12%,-0.16%,0.04%,566649.0,682614.0,1071186.0,945353.0,1126983.0,900156.0,966545.0,769962.0,1290510.0,1357990.0,1175723.0,1541036.0,2435390.0,8005396.0
2022-11-01,384.54,384.4087,384.6932,385.39,385.35,385.63,385.1,385.24,385.22,384.795,384.86,384.695,384.98,385.33,385.02,384.86,385.55,385.49,385.8,385.66,385.23,385.43,385.25,384.99,385.15,385.08,385.3598,385.52,385.1306,384.32,384.685,385.09,385.275,385.06,384.81,385.155,384.7,384.66,384.68,384.65,384.7101,384.88,384.48,384.72,385.3899,385.36,385.63,385.105,385.23,385.23,384.79,384.86,384.69,384.9984,385.315,385.0201,384.54,0.3,0.6699,-0.0299,0.27,-0.525,0.125,0.0,-0.44,0.07,-0.17,0.3084,0.3166,-0.2949,-0.4801,0.08%,0.17%,-0.01%,0.07%,-0.14%,0.03%,0.00%,-0.11%,0.02%,-0.04%,0.08%,0.08%,-0.08%,-0.12%,454107.0,548765.0,703570.0,705039.0,520591.0,540467.0,527973.0,377814.0,498173.0,790246.0,887611.0,1145964.0,1790182.0,5040006.0
2022-11-02,374.79,383.38,379.865,380.515,380.83,382.82,381.13,379.31,378.15,377.074,376.55,377.18,377.03,376.36,375.28,383.86,381.22,381.54,383.19,382.82,381.13,379.36,378.32,377.074,377.54,377.3199,377.03,376.48,375.81,378.96,379.54,380.0,380.685,381.02,379.3,378.14,376.25,376.04,376.17,376.6,375.96,374.92,374.76,379.74,380.49,380.8126,382.79,381.1299,379.3357,378.1699,377.09,376.58,377.2,377.04,376.3599,375.28,374.79,-3.71,0.75,0.3226,1.9774,-1.6601,-1.7942,-1.1658,-1.0799,-0.51,0.62,-0.16,-0.6801,-1.0799,-0.49,-0.97%,0.20%,0.08%,0.52%,-0.43%,-0.47%,-0.31%,-0.29%,-0.14%,0.16%,-0.04%,-0.18%,-0.29%,-0.13%,4051240.0,2415150.0,1904702.0,1804119.0,1489327.0,1945935.0,2064671.0,2575238.0,3050134.0,2356761.0,1460290.0,2051424.0,3343181.0,7915958.0
2022-11-03,371.06,373.235,373.22,373.5201,373.36,372.97,372.9,372.85,373.13,373.21,373.46,372.94,372.46,371.98,371.46,373.43,373.58,373.62,373.3799,373.26,373.11,373.215,373.36,373.51,373.5124,373.07,372.49,372.13,371.47,373.07,373.02,373.18,372.87,372.83,372.77,372.83,373.05,373.05,372.81,372.4,371.93,371.26,370.92,373.23,373.5272,373.36,372.975,372.9,372.845,373.125,373.2,373.45,372.96,372.46,371.99,371.45,371.06,0.0,0.2972,-0.1672,-0.385,-0.075,-0.055,0.28,0.075,0.25,-0.49,-0.5,-0.47,-0.54,-0.39,0.00%,0.08%,-0.04%,-0.10%,-0.02%,-0.01%,0.08%,0.02%,0.07%,-0.13%,-0.13%,-0.13%,-0.15%,-0.10%,333111.0,382787.0,499301.0,496783.0,441917.0,380602.0,553704.0,418857.0,473036.0,755049.0,810414.0,1249312.0,1488807.0,4488341.0
2022-11-04,376.38,373.1868,373.49,373.97,373.9873,374.83,374.89,374.73,374.0,374.53,375.35,375.18,375.82,375.61,375.38,373.66,374.2,374.18,374.9,375.245,375.13,374.74,374.85,375.349,375.4,375.86,376.41,375.8,376.47,373.18,373.48,373.6,373.98,374.7,374.61,373.97,373.965,374.03,374.65,374.79,375.54,374.935,375.37,373.47,373.96,373.9981,374.77,374.89,374.735,374.0,374.51,375.345,375.19,375.8201,375.6099,375.3601,376.38,0.295,0.49,0.0381,0.7719,0.12,-0.155,-0.735,0.51,0.835,-0.155,0.6301,-0.2102,-0.2498,1.0199,0.08%,0.13%,0.01%,0.21%,0.03%,-0.04%,-0.20%,0.14%,0.22%,-0.04%,0.17%,-0.06%,-0.07%,0.27%,456730.0,763343.0,612646.0,754906.0,1117803.0,710114.0,899699.0,694511.0,1009932.0,971398.0,1143905.0,1972073.0,1647539.0,7034238.0
2022-11-07,379.81,379.81,379.75,379.335,379.6,379.69,380.03,380.25,380.25,380.18,380.31,380.065,380.135,380.25,379.86,379.895,379.77,379.7,379.76,380.07,380.33,380.305,380.27,380.57,380.41,380.17,380.27,380.37,380.01,379.61,379.2,379.32,379.38,379.58,380.02,379.8,379.98,380.07,379.88,379.84,379.78,379.8,379.35,379.755,379.33,379.59,379.7,380.03,380.255,380.25,380.19,380.3,380.07,380.135,380.25,379.8601,379.81,-0.07,-0.425,0.26,0.11,0.33,0.225,-0.005,-0.06,0.11,-0.23,0.065,0.115,-0.3899,-0.0501,-0.02%,-0.11%,0.07%,0.03%,0.09%,0.06%,0.00%,-0.02%,0.03%,-0.06%,0.02%,0.03%,-0.10%,-0.01%,345218.0,580955.0,562575.0,651545.0,570203.0,783037.0,745391.0,502302.0,879607.0,808076.0,1057043.0,1245504.0,1272874.0,5019879.0
2022-11-08,381.93,380.82,381.0,380.61,381.51,381.54,381.76,382.1,382.05,382.9,383.63,383.41,382.99,383.15,382.52,381.34,381.1199,381.92,381.82,381.9,382.17,382.34,382.9394,383.75,384.05,383.57,383.69,383.44,382.53,380.5509,380.56,380.52,381.18,381.2301,381.5,381.85,381.88,382.78,383.31,382.861,382.93,382.51,381.76,380.9996,380.6,381.5,381.5086,381.74,382.1114,382.04,382.9,383.65,383.4,382.999,383.14,382.52,381.93,0.1597,-0.3996,0.9,0.0086,0.2314,0.3714,-0.0714,0.86,0.75,-0.25,-0.401,0.141,-0.62,-0.59,0.04%,-0.10%,0.24%,0.00%,0.06%,0.10%,-0.02%,0.23%,0.20%,-0.07%,-0.10%,0.04%,-0.16%,-0.15%,782538.0,657953.0,1032371.0,636540.0,622075.0,689203.0,685665.0,887117.0,1444707.0,1408322.0,1154307.0,1578270.0,1272981.0,5227389.0
